host_id,ts,cpu_usage_pct,cpu_ready_pct,mem_usage_pct,network_latency_ms,component_count_pct
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-13T14:20:00,70.03,4.18,64.93,0.97,36.3
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-13T14:20:00,67.63,4.34,66.26,0.99,35.29
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-13T14:20:00,67.55,4.31,67.35,1.0,34.71
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-13T14:20:00,72.35,5.66,67.44,1.16,34.23
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-13T14:20:00,68.9,4.61,65.05,0.87,35.47
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-13T14:22:00,64.56,4.7,67.37,1.03,83.92
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-13T14:22:00,63.92,4.79,70.81,0.81,36.79
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-13T14:22:00,75.62,4.48,64.76,1.1,34.45
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-13T14:22:00,68.24,5.04,66.7,0.79,37.63
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-13T14:22:00,61.23,3.66,69.81,0.87,33.73
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-13T14:22:00,69.67,5.0,66.95,0.89,33.47
351ad0d5-0a18-424f-8090-451baad96128,2026-09-13T14:22:00,66.93,5.12,67.15,0.99,36.22
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-13T14:22:00,64.36,5.9,67.47,0.86,37.33
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-13T14:22:00,73.04,4.58,65.5,0.96,34.0
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-13T14:22:00,72.54,3.75,64.69,0.72,31.79
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-13T14:22:00,69.0,4.8,68.09,0.9,31.17
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-13T14:22:00,65.85,4.96,68.54,0.91,30.93
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-13T14:22:00,64.75,4.8,69.36,1.06,32.15
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-13T14:22:00,71.7,4.18,67.31,0.91,35.38
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-13T14:22:00,66.8,4.3,67.86,0.77,32.83
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-13T14:22:00,71.97,3.51,61.88,1.37,29.55
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-13T14:24:00,69.46,4.8,64.44,0.74,85.01
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-13T14:24:00,64.68,5.11,70.21,0.87,35.45
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-13T14:24:00,66.29,5.14,65.22,1.01,31.05
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-13T14:24:00,67.13,4.64,66.06,0.8,35.37
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-13T14:24:00,64.65,5.47,68.36,0.79,35.11
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-13T14:24:00,73.04,3.9,65.47,1.09,34.3
351ad0d5-0a18-424f-8090-451baad96128,2026-09-13T14:24:00,68.52,4.41,65.66,1.11,35.82
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-13T14:24:00,65.02,4.85,66.1,0.9,34.99
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-13T14:24:00,64.3,3.86,69.9,0.96,35.89
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-13T14:24:00,68.69,5.52,66.64,0.98,33.92
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-13T14:24:00,65.86,4.39,64.79,0.78,35.92
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-13T14:24:00,70.5,4.95,66.08,1.05,38.27
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-13T14:24:00,66.08,4.68,65.91,0.94,36.94
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-13T14:24:00,65.32,3.52,67.19,0.78,35.29
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-13T14:24:00,69.18,4.23,66.97,1.01,35.88
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-13T14:24:00,74.25,3.76,65.31,1.26,33.01
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-13T14:26:00,70.9,4.66,67.29,0.8,84.47
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-13T14:26:00,65.62,4.36,63.24,0.88,37.65
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-13T14:26:00,65.82,3.81,66.75,0.85,32.28
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-13T14:26:00,65.05,5.19,71.0,0.75,36.99
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-13T14:26:00,66.64,5.08,66.24,1.15,36.54
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-13T14:26:00,65.91,4.66,69.66,0.74,35.69
351ad0d5-0a18-424f-8090-451baad96128,2026-09-13T14:26:00,65.78,5.11,63.99,1.07,33.03
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-13T14:26:00,69.56,4.05,68.27,0.77,34.73
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-13T14:26:00,69.04,4.49,68.4,0.92,34.59
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-13T14:26:00,68.94,4.42,62.98,1.02,31.96
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-13T14:26:00,63.88,4.55,62.85,1.1,32.71
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-13T14:26:00,67.13,5.24,63.84,0.82,34.95
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-13T14:26:00,65.76,3.71,71.52,1.12,30.5
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-13T14:26:00,67.0,4.91,67.92,0.86,33.27
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-13T14:26:00,67.96,4.05,68.27,0.88,37.45
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-13T14:26:00,64.91,4.98,65.65,0.97,33.75
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-13T14:28:00,67.32,4.81,64.97,0.97,83.96
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-13T14:28:00,66.13,4.01,68.85,0.79,33.89
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-13T14:28:00,62.73,4.55,65.36,0.9,30.77
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-13T14:28:00,67.44,4.7,66.43,0.68,33.15
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-13T14:28:00,59.17,4.03,66.2,0.71,37.46
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-13T14:28:00,61.05,4.31,64.78,1.02,35.8
351ad0d5-0a18-424f-8090-451baad96128,2026-09-13T14:28:00,68.36,4.14,67.29,0.82,36.38
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-13T14:28:00,67.32,4.65,64.4,1.0,34.49
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-13T14:28:00,65.95,4.91,66.17,0.9,35.82
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-13T14:28:00,65.03,4.67,62.18,0.87,39.53
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-13T14:28:00,66.6,4.55,64.69,0.99,38.02
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-13T14:28:00,69.42,4.72,63.08,0.7,33.58
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-13T14:28:00,66.48,4.63,69.6,0.88,32.91
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-13T14:28:00,72.05,4.32,65.25,0.7,35.69
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-13T14:28:00,66.14,4.17,65.65,0.92,36.54
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-13T14:28:00,60.09,4.87,67.27,0.78,37.56
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-13T14:30:00,66.1,4.35,65.58,0.87,85.03
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-13T14:30:00,68.07,4.6,64.07,0.75,35.2
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-13T14:30:00,58.81,3.72,71.56,1.05,32.28
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-13T14:30:00,66.99,4.55,66.38,0.93,33.31
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-13T14:30:00,66.92,5.0,67.15,1.06,33.43
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-13T14:30:00,62.65,5.09,68.03,0.89,34.72
351ad0d5-0a18-424f-8090-451baad96128,2026-09-13T14:30:00,68.0,5.51,64.84,0.94,35.51
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-13T14:30:00,63.18,5.3,68.76,1.08,32.15
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-13T14:30:00,67.47,4.9,68.19,0.81,37.91
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-13T14:30:00,69.67,4.37,66.04,1.0,33.1
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-13T14:30:00,63.5,4.18,64.67,0.87,35.93
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-13T14:30:00,69.91,4.0,67.51,0.97,36.29
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-13T14:30:00,70.92,3.72,65.93,1.04,36.92
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-13T14:30:00,67.59,4.61,65.64,0.95,38.27
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-13T14:30:00,63.38,4.43,68.94,1.03,36.05
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-13T14:30:00,66.82,4.95,68.83,0.9,33.27
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-13T14:32:00,69.24,4.94,66.9,0.75,84.2
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-13T14:32:00,67.71,4.85,66.21,0.95,33.73
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-13T14:32:00,64.84,6.12,66.86,1.15,34.66
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-13T14:32:00,62.22,5.01,67.06,0.88,37.62
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-13T14:32:00,70.43,5.46,71.36,0.79,36.09
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-13T14:32:00,64.33,4.47,65.76,0.96,34.75
351ad0d5-0a18-424f-8090-451baad96128,2026-09-13T14:32:00,66.94,3.67,64.26,0.95,33.06
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-13T14:32:00,67.69,4.75,62.11,0.89,37.85
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-13T14:32:00,63.97,4.72,65.72,1.1,38.25
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-13T14:32:00,68.85,4.51,64.87,1.26,33.73
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-13T14:32:00,63.01,5.46,70.25,1.05,33.09
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-13T14:32:00,69.34,5.03,66.33,0.9,33.63
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-13T14:32:00,66.68,5.47,67.12,0.88,35.08
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-13T14:32:00,61.01,5.07,64.38,0.82,34.69
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-13T14:32:00,68.74,4.64,68.25,0.91,33.45
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-13T14:32:00,68.43,4.5,63.17,0.84,35.99
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-13T14:34:00,65.86,3.45,66.87,0.81,84.84
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-13T14:34:00,61.05,4.37,64.96,0.85,37.21
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-13T14:34:00,62.54,4.32,65.94,0.82,31.7
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-13T14:34:00,61.78,4.46,69.54,1.35,35.39
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-13T14:34:00,67.35,4.89,66.85,0.98,36.29
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-13T14:34:00,65.82,4.42,64.33,1.06,32.31
351ad0d5-0a18-424f-8090-451baad96128,2026-09-13T14:34:00,67.01,4.34,62.89,1.15,38.88
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-13T14:34:00,69.11,3.07,68.77,0.85,33.85
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-13T14:34:00,65.9,5.1,66.17,0.96,36.01
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-13T14:34:00,67.61,5.07,65.06,0.88,32.88
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-13T14:34:00,64.92,5.5,65.76,0.93,37.12
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-13T14:34:00,71.4,4.11,67.11,1.34,35.45
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-13T14:34:00,61.32,4.18,69.74,1.12,32.84
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-13T14:34:00,65.78,4.33,69.78,0.93,33.77
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-13T14:34:00,71.09,3.88,65.92,1.01,37.06
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-13T14:34:00,65.4,6.43,67.62,0.95,32.95
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-13T14:36:00,68.91,4.41,68.38,0.95,84.81
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-13T14:36:00,65.8,4.28,66.55,0.93,34.51
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-13T14:36:00,65.36,5.06,67.85,0.88,33.69
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-13T14:36:00,64.62,4.74,66.72,0.79,38.16
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-13T14:36:00,61.5,4.22,67.04,0.84,32.41
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-13T14:36:00,66.0,4.76,66.34,1.05,36.55
351ad0d5-0a18-424f-8090-451baad96128,2026-09-13T14:36:00,71.34,4.64,63.2,1.18,36.84
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-13T14:36:00,69.61,3.93,66.65,1.06,33.39
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-13T14:36:00,63.43,3.5,67.38,0.81,33.96
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-13T14:36:00,70.57,4.69,66.23,0.93,33.85
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-13T14:36:00,70.0,5.09,65.52,1.17,36.59
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-13T14:36:00,64.77,5.21,66.22,1.16,33.62
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-13T14:36:00,66.48,5.29,67.07,0.89,34.52
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-13T14:36:00,70.68,5.52,63.0,1.04,34.56
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-13T14:36:00,66.41,3.72,62.76,1.01,34.97
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-13T14:36:00,64.79,5.03,66.55,1.0,35.08
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-13T14:38:00,65.72,5.95,66.9,0.99,84.35
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-13T14:38:00,68.39,4.49,67.79,0.79,37.86
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-13T14:38:00,65.63,3.79,63.97,1.27,35.57
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-13T14:38:00,64.6,4.84,64.0,1.12,31.74
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-13T14:38:00,67.26,4.09,67.84,1.02,36.5
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-13T14:38:00,64.39,4.75,68.99,0.93,36.82
351ad0d5-0a18-424f-8090-451baad96128,2026-09-13T14:38:00,67.68,4.19,68.0,0.92,32.21
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-13T14:38:00,67.92,3.38,62.23,0.87,31.83
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-13T14:38:00,65.0,4.2,65.38,0.92,34.76
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-13T14:38:00,69.05,4.76,66.99,1.13,37.05
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-13T14:38:00,69.08,4.76,67.6,1.14,35.0
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-13T14:38:00,68.33,4.85,63.35,0.82,36.11
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-13T14:38:00,59.73,5.94,67.51,1.22,34.41
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-13T14:38:00,70.91,3.11,61.75,0.95,37.42
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-13T14:38:00,62.11,4.21,67.51,0.69,36.31
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-13T14:38:00,68.77,3.8,66.52,0.98,34.54
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-13T14:40:00,58.46,4.15,67.78,1.17,84.0
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-13T14:40:00,66.64,4.06,65.86,1.09,34.73
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-13T14:40:00,64.15,4.26,67.02,1.03,37.0
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-13T14:40:00,68.27,5.33,65.43,0.93,38.04
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-13T14:40:00,66.55,3.99,65.85,1.01,35.87
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-13T14:40:00,69.91,4.32,66.7,1.03,35.37
351ad0d5-0a18-424f-8090-451baad96128,2026-09-13T14:40:00,63.96,4.84,67.66,1.26,36.16
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-13T14:40:00,68.84,5.35,68.82,0.91,34.11
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-13T14:40:00,72.03,3.93,68.75,1.03,31.53
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-13T14:40:00,71.27,4.97,66.22,1.12,36.9
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-13T14:40:00,71.54,4.84,68.55,0.94,36.95
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-13T14:40:00,73.53,4.92,66.72,0.79,34.47
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-13T14:40:00,66.16,3.54,66.38,0.85,36.18
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-13T14:40:00,68.59,4.09,67.27,0.75,35.03
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-13T14:40:00,68.51,5.38,68.14,1.04,37.57
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-13T14:40:00,68.31,3.55,68.21,0.97,34.8
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-13T14:42:00,64.31,4.23,67.86,0.97,84.42
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-13T14:42:00,61.96,5.34,65.17,0.74,34.99
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-13T14:42:00,65.6,4.94,64.0,0.88,31.88
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-13T14:42:00,63.23,4.92,67.52,1.19,33.53
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-13T14:42:00,71.37,4.81,71.23,0.71,34.63
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-13T14:42:00,73.5,4.19,66.07,0.9,33.34
351ad0d5-0a18-424f-8090-451baad96128,2026-09-13T14:42:00,74.44,5.18,67.84,0.74,33.25
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-13T14:42:00,63.47,4.95,66.31,0.91,38.26
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-13T14:42:00,66.09,4.29,65.03,0.93,32.94
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-13T14:42:00,67.32,4.71,69.15,1.03,31.14
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-13T14:42:00,66.09,6.04,63.23,1.03,34.32
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-13T14:42:00,66.54,4.55,68.13,1.25,36.88
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-13T14:42:00,63.94,3.6,66.44,0.74,37.4
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-13T14:42:00,63.0,4.79,66.25,0.98,38.49
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-13T14:42:00,65.45,4.45,64.34,0.9,32.96
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-13T14:42:00,63.35,4.61,67.04,1.08,34.63
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-13T14:44:00,67.01,4.85,63.35,0.69,84.09
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-13T14:44:00,66.84,4.26,65.03,1.1,35.88
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-13T14:44:00,63.64,4.98,64.73,0.86,33.49
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-13T14:44:00,63.69,3.47,65.26,0.96,36.83
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-13T14:44:00,63.12,4.79,67.84,0.82,35.05
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-13T14:44:00,71.13,4.09,65.44,0.83,33.45
351ad0d5-0a18-424f-8090-451baad96128,2026-09-13T14:44:00,73.45,3.54,62.55,0.7,36.59
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-13T14:44:00,67.4,4.06,63.67,1.13,32.76
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-13T14:44:00,68.0,3.97,68.97,1.09,33.58
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-13T14:44:00,65.96,4.66,65.25,0.96,37.22
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-13T14:44:00,66.18,5.01,65.68,1.19,33.25
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-13T14:44:00,65.94,4.07,68.12,1.09,34.3
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-13T14:44:00,67.77,3.88,68.12,1.09,35.14
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-13T14:44:00,63.44,5.05,63.76,1.09,35.31
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-13T14:44:00,71.17,5.76,63.04,0.99,35.02
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-13T14:44:00,63.9,3.75,66.86,0.86,33.93
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-13T14:46:00,67.11,3.63,66.89,0.86,84.69
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-13T14:46:00,63.2,3.95,65.79,0.93,33.05
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-13T14:46:00,66.05,3.88,63.51,0.99,34.74
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-13T14:46:00,69.77,4.92,64.99,1.38,33.29
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-13T14:46:00,70.45,3.48,66.75,0.89,35.6
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-13T14:46:00,64.41,4.33,69.25,0.96,37.34
351ad0d5-0a18-424f-8090-451baad96128,2026-09-13T14:46:00,65.69,4.98,68.68,0.99,33.74
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-13T14:46:00,71.21,5.04,69.56,0.99,34.3
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-13T14:46:00,63.78,4.99,66.4,1.06,33.78
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-13T14:46:00,66.5,5.66,66.02,0.97,37.32
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-13T14:46:00,69.57,4.16,68.04,1.25,37.08
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-13T14:46:00,65.12,3.6,64.14,0.75,35.56
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-13T14:46:00,66.62,5.39,62.64,0.98,36.05
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-13T14:46:00,66.57,5.3,65.51,1.05,36.77
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-13T14:46:00,67.82,4.56,65.99,0.71,34.27
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-13T14:46:00,66.65,5.08,66.77,1.03,32.22
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-13T14:48:00,60.5,5.4,64.27,1.17,84.65
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-13T14:48:00,70.14,4.65,68.26,0.69,33.61
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-13T14:48:00,61.56,3.85,65.62,0.83,35.04
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-13T14:48:00,66.92,4.27,68.18,0.95,33.96
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-13T14:48:00,68.24,4.22,68.88,0.83,36.22
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-13T14:48:00,65.76,4.26,67.91,0.89,35.77
351ad0d5-0a18-424f-8090-451baad96128,2026-09-13T14:48:00,67.49,4.72,65.59,0.8,33.15
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-13T14:48:00,65.37,4.28,64.92,0.95,34.56
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-13T14:48:00,64.02,4.38,66.54,1.07,38.02
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-13T14:48:00,63.85,5.1,64.65,1.08,35.9
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-13T14:48:00,63.57,3.69,67.39,0.74,34.6
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-13T14:48:00,63.32,4.17,67.3,0.95,34.07
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-13T14:48:00,69.11,4.2,64.42,1.06,35.7
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-13T14:48:00,65.77,4.99,66.61,0.97,30.81
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-13T14:48:00,64.83,4.0,67.28,0.97,37.4
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-13T14:48:00,66.69,4.25,65.58,1.03,36.9
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-13T14:50:00,65.83,3.94,64.61,0.91,84.41
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-13T14:50:00,68.62,4.04,62.48,0.93,33.73
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-13T14:50:00,67.63,4.07,66.02,1.05,31.52
